,OVERALL,Ball Control,Dribbling,Marking,Slide Tackle,Stand Tackle,Aggression,Reactions,Att.Position,Interceptions,Vision,Composure,Crossing,short_pass,long_pass,acceleration,stamina,strength,balance,sprint_speed,agility,jumping,heading,shot_power,finishing,long_shots,curve,fk_acc,penalties,volleys,gk_positioning,gk_diving,gk_handling,gk_kicking,gk_reflexes
8848,66,61,59,62,66,66,52,63,51,62,40,50,64,57,42,70,70,60,64,70,68,69,53,43,40,26,35,26,40,28,8,8,5,12,9
8849,66,65,63,48,19,23,29,63,68,56,67,58,54,67,60,93,85,30,91,87,90,90,58,52,63,53,69,53,51,48,11,7,7,10,13
8850,66,59,61,59,67,69,66,54,55,60,49,53,58,63,57,79,70,71,57,77,46,70,57,55,41,40,53,26,36,35,13,14,8,11,12
8851,66,66,67,23,20,23,30,64,69,25,58,67,64,63,44,73,73,58,75,77,74,46,65,57,62,45,38,39,55,41,5,9,13,14,7
8852,66,67,59,63,64,63,71,63,49,64,53,56,44,69,58,71,80,70,69,69,71,75,53,55,38,42,34,40,43,38,7,15,11,13,6
8853,66,68,72,49,47,58,82,63,64,56,68,71,66,67,66,69,69,52,80,65,82,52,52,58,57,53,66,62,47,65,12,14,6,5,12
8854,66,54,42,68,60,66,71,58,49,59,41,62,31,55,48,38,51,85,43,43,38,76,73,66,43,28,35,26,57,44,12,6,12,13,8
8855,66,69,69,60,66,64,68,60,60,59,48,70,62,61,46,75,65,68,68,76,72,66,45,52,46,42,70,38,46,39,14,6,12,6,5
8856,66,66,68,40,31,41,50,54,65,44,60,66,60,62,58,77,60,63,71,80,77,38,43,67,62,66,60,71,56,54,8,13,10,6,13
8857,66,64,59,65,61,63,67,63,46,65,69,64,52,65,62,56,72,69,58,63,47,57,59,65,45,58,52,41,46,45,9,14,9,11,6
8858,66,65,70,21,29,31,50,57,65,54,62,57,61,60,52,84,64,68,62,91,48,63,47,51,52,35,52,43,55,44,10,8,12,10,12
8859,66,69,66,63,65,66,64,65,57,69,59,66,55,72,70,70,70,60,83,69,81,61,60,58,39,52,46,44,51,39,9,8,14,12,15
8860,66,71,73,11,35,35,50,60,58,40,43,60,59,60,38,82,64,61,71,81,75,63,55,64,63,63,57,30,60,43,7,15,7,10,8
8861,66,63,62,58,57,58,57,62,60,59,64,54,65,63,57,81,76,63,71,85,74,62,44,59,55,48,65,47,49,47,8,10,10,14,10
8862,66,72,70,31,39,35,38,58,62,25,59,60,60,62,51,77,45,52,75,78,72,45,42,66,60,51,55,45,69,52,5,12,13,6,14
8863,66,68,70,20,21,16,39,65,64,14,53,53,49,61,46,78,68,56,72,77,78,64,61,62,66,65,50,60,58,53,13,14,8,5,14
8864,66,63,59,61,63,63,64,60,50,63,44,60,62,62,54,77,78,70,67,76,65,65,40,35,24,20,41,29,33,21,15,15,12,5,7
8865,66,38,29,68,70,72,71,49,25,59,35,61,27,65,57,59,64,78,54,63,53,74,62,40,21,17,27,24,42,29,14,8,8,6,12
8866,66,69,71,46,36,43,62,63,60,47,64,65,51,64,49,77,76,74,51,78,73,35,46,73,59,66,64,38,38,61,14,14,6,9,7
8867,66,65,67,63,63,65,55,67,65,65,64,67,58,59,56,85,64,59,70,82,74,56,45,60,56,53,62,51,54,52,9,7,12,13,10
8868,66,65,70,26,28,26,32,59,61,27,58,63,66,65,63,73,68,56,77,71,70,38,39,66,63,64,64,59,70,61,15,13,11,10,14
8869,66,64,68,38,41,35,41,56,65,24,60,57,60,71,68,69,59,65,75,70,75,57,64,67,70,65,51,53,63,60,11,7,12,6,12
8870,66,61,60,68,67,67,72,58,35,67,54,58,47,66,63,60,63,71,69,68,64,62,57,66,26,45,44,34,40,50,15,8,6,8,7
8871,66,73,72,25,23,29,39,61,58,23,62,57,53,65,49,72,66,67,70,80,63,49,58,72,63,62,65,41,48,58,6,11,6,14,6
8872,66,65,64,26,25,18,60,66,64,17,50,60,55,57,49,70,66,75,67,75,70,70,66,69,67,56,60,29,63,60,11,7,12,7,10
8873,66,63,67,60,63,64,68,61,60,60,58,62,65,62,55,81,62,73,68,79,71,76,62,63,54,53,60,28,35,31,5,9,12,10,15
8874,66,65,64,58,59,67,58,62,58,66,53,46,66,67,70,71,65,64,70,66,70,60,51,42,38,40,51,47,43,33,10,8,14,12,7
8875,66,64,46,63,67,69,68,65,43,64,57,63,30,68,53,59,70,66,59,62,49,68,64,56,35,34,28,36,41,36,8,10,12,14,6
8876,66,62,65,21,21,16,74,64,65,17,54,59,36,54,41,68,71,68,70,67,76,78,72,68,69,62,57,35,66,69,6,10,11,11,12
8877,66,46,38,65,63,68,74,64,30,66,29,55,29,50,36,60,77,80,69,69,67,81,63,44,29,34,31,29,36,29,15,12,5,9,8
8878,66,66,69,21,22,25,52,63,67,23,53,59,65,67,55,80,41,53,76,78,73,61,63,66,64,63,55,43,61,64,12,13,10,8,8
8879,66,48,56,66,67,68,66,60,40,63,39,52,68,70,63,75,70,73,54,77,58,66,64,59,34,42,41,50,57,19,8,12,14,9,12
8880,66,70,68,40,45,59,45,51,64,45,54,57,65,67,61,69,69,62,65,73,63,60,68,66,67,62,53,49,62,61,7,11,6,12,6
8881,66,66,71,24,30,27,78,68,59,23,43,60,53,62,37,89,62,62,77,88,80,73,45,72,65,68,57,41,59,63,7,14,14,6,11
8882,66,60,46,57,61,65,74,62,25,65,40,68,25,62,60,53,69,83,60,58,49,79,66,32,22,20,24,22,31,27,15,14,6,7,8
8883,66,68,72,46,23,30,42,64,66,26,60,61,58,60,53,87,67,56,85,83,85,43,42,65,61,55,44,41,50,56,11,10,14,6,8
8884,66,70,64,24,18,15,57,61,69,21,60,60,45,55,48,70,59,69,55,74,65,68,66,64,67,55,52,28,62,52,10,10,8,7,12
8885,66,58,43,64,62,67,64,62,34,70,39,59,58,71,68,64,53,71,61,64,45,72,68,46,32,50,34,28,37,44,11,11,12,8,10
8886,66,54,49,64,63,68,75,62,43,62,57,53,31,66,63,58,77,84,57,55,56,54,62,72,29,63,33,32,39,28,10,11,13,9,10
8887,66,65,68,63,63,59,67,65,50,60,59,62,67,66,56,76,58,53,72,76,69,61,64,63,52,59,61,41,43,48,7,12,12,11,13
8888,66,52,44,64,66,69,73,62,29,61,28,63,25,55,36,55,61,79,46,54,46,71,66,41,24,28,30,31,40,28,14,10,7,14,7
8889,66,70,55,29,18,31,61,60,60,31,54,48,42,62,45,72,57,79,63,60,63,62,73,62,70,65,48,36,74,63,6,6,14,12,10
8890,66,67,68,34,37,45,62,62,61,51,65,62,64,70,60,72,71,63,71,69,71,72,58,59,64,63,69,68,68,53,15,8,6,9,7
8891,66,62,59,58,61,63,62,62,48,60,56,59,61,64,48,73,80,76,59,78,63,46,58,54,39,42,47,45,38,32,11,11,10,8,11
8892,66,70,59,38,40,42,70,59,68,44,58,72,47,52,49,64,69,82,73,70,63,77,70,68,66,66,53,35,71,66,6,5,12,11,13
8893,66,10,14,11,14,14,16,59,8,10,34,24,14,18,22,37,25,51,68,30,59,75,12,43,5,9,11,12,15,5,67,68,64,57,67
8894,66,70,62,58,61,63,66,62,46,64,58,58,42,68,66,64,78,68,66,65,67,60,57,55,53,56,62,45,61,46,7,14,12,11,8
8895,66,65,65,63,66,65,68,61,44,62,53,58,58,63,58,72,65,64,74,76,69,55,56,62,36,42,51,37,50,39,12,9,13,6,7
8896,66,65,70,55,61,61,45,56,64,53,49,58,66,65,61,76,66,58,65,75,64,63,48,62,55,54,61,53,63,53,11,9,9,5,11
8897,66,62,48,66,67,68,62,65,44,61,34,55,54,59,54,66,77,70,62,72,69,72,66,49,31,32,32,30,41,38,10,11,8,9,14
8898,66,66,65,62,59,62,64,63,63,55,55,62,65,65,61,88,73,53,77,82,83,56,41,57,52,57,63,32,45,43,7,8,8,8,9
8899,66,42,29,69,70,68,50,68,20,65,30,61,29,67,62,54,59,75,52,55,39,72,63,42,23,22,32,40,32,28,8,11,13,9,10
8900,66,68,66,58,60,65,72,62,57,64,65,52,46,70,67,61,75,74,62,67,57,64,53,60,49,55,39,45,44,42,11,11,6,10,6
8901,66,53,50,64,65,68,69,63,50,63,48,65,50,61,60,68,65,71,56,73,60,76,65,42,24,46,49,27,41,39,10,13,14,15,10
8902,66,72,74,41,48,45,54,56,47,43,65,58,62,66,65,80,68,32,84,75,83,65,22,69,59,61,70,53,52,59,11,7,6,8,10
8903,66,58,54,62,63,65,62,62,49,63,49,60,62,58,54,73,66,56,72,71,66,69,64,36,27,35,37,33,48,34,5,10,11,7,10
8904,66,67,68,42,22,40,45,58,59,13,54,55,64,66,60,80,60,58,77,81,75,70,60,57,64,58,64,58,63,55,15,5,9,8,7
8905,66,60,59,67,60,65,66,66,55,68,57,58,48,63,56,67,80,84,66,67,66,72,57,67,36,47,43,30,33,47,6,9,7,15,15
8906,66,62,61,61,63,61,65,61,65,62,58,63,65,61,62,73,74,59,75,74,65,65,60,65,60,62,65,29,39,49,12,10,8,8,11
8907,66,46,40,65,66,70,75,64,31,63,33,53,31,44,40,60,57,82,45,59,40,60,63,42,29,21,32,28,49,33,13,9,9,7,8
8908,66,70,68,48,45,51,65,61,62,51,71,60,62,70,68,79,75,61,83,78,90,62,45,71,56,65,62,51,48,45,14,8,5,12,9
8909,66,13,10,12,11,11,18,64,7,11,34,30,12,25,26,26,24,73,26,31,34,37,13,45,6,6,13,12,18,6,66,65,63,60,70
8910,66,12,15,8,11,12,17,64,9,12,52,48,15,26,28,31,22,55,20,20,32,37,21,45,17,13,9,9,21,8,70,63,65,60,65
8911,66,65,55,67,64,64,65,61,60,64,52,50,63,62,63,65,70,70,69,60,67,62,53,29,31,34,36,40,42,33,13,5,7,14,12
8912,66,64,62,18,11,17,53,63,65,17,41,62,38,49,37,77,59,74,54,73,67,66,65,73,67,61,49,30,63,62,10,12,13,9,6
8913,66,69,67,40,41,42,38,63,65,36,68,71,65,64,62,72,43,56,74,70,74,41,32,57,62,65,42,42,43,53,6,14,7,14,10
8914,66,64,66,63,62,66,58,66,54,66,62,62,54,67,63,66,75,71,60,64,72,59,52,57,44,58,32,35,46,29,9,8,14,15,8
8915,66,63,63,20,19,32,53,65,67,19,55,60,49,58,50,79,72,66,73,80,80,71,63,65,67,63,52,48,64,59,15,9,6,10,8
8916,66,65,63,60,59,61,61,61,43,58,53,57,66,62,53,80,81,46,78,80,81,71,48,48,49,44,55,63,50,43,12,13,7,7,14
8917,66,62,58,62,61,66,46,59,52,63,48,55,59,60,57,71,72,67,68,77,65,71,56,55,37,42,53,45,35,36,13,13,8,6,8
8918,66,70,68,59,57,60,70,64,60,59,64,66,50,70,67,77,70,75,48,74,62,70,62,65,50,61,64,38,49,36,6,10,5,10,10
8919,66,62,55,22,19,25,37,64,68,22,42,62,39,54,29,64,84,78,64,67,68,82,70,73,69,56,35,27,55,62,14,11,12,6,7
8920,66,70,71,22,50,51,49,59,60,34,65,59,63,69,63,78,82,44,76,69,80,61,47,66,53,65,63,46,52,64,7,9,11,12,6
8921,66,68,76,30,29,28,42,55,62,27,57,59,56,66,64,79,59,58,74,68,80,72,52,70,67,67,62,64,62,59,10,14,5,13,11
8922,66,48,22,67,65,69,54,60,26,70,31,49,48,65,42,54,55,73,56,55,41,66,68,35,21,20,20,25,36,22,10,9,9,9,14
8923,66,60,65,65,66,65,67,62,57,63,56,58,65,64,63,74,62,58,75,72,79,78,52,52,37,45,66,50,39,36,12,14,11,14,10
8924,66,58,43,66,66,67,71,63,36,65,49,57,31,61,55,48,55,77,48,54,44,64,66,44,25,26,28,30,37,31,8,13,7,7,7
8925,66,64,61,61,59,63,74,63,58,60,53,56,58,57,54,73,78,72,67,77,63,72,56,58,42,38,43,35,38,38,8,9,7,11,14
8926,66,64,66,62,57,63,62,62,57,58,53,54,64,65,54,78,75,76,67,79,68,64,52,59,54,42,39,37,43,42,15,7,10,6,9
8927,66,53,54,67,65,69,63,64,56,60,55,69,63,73,69,67,59,64,73,70,62,66,56,50,40,35,45,48,50,40,7,5,12,10,12
8928,66,68,66,57,57,60,60,65,65,55,64,62,51,65,64,72,85,59,73,73,70,64,64,68,67,68,64,60,66,53,7,9,6,13,5
8929,66,69,59,49,49,53,68,68,62,57,63,69,59,69,66,69,79,69,69,69,69,68,58,71,57,69,47,41,44,56,10,5,15,7,11
8930,66,65,64,28,24,27,52,65,66,26,49,58,37,60,38,64,46,50,69,63,66,61,66,72,69,67,46,38,63,65,10,14,10,5,14
8931,66,71,69,18,18,16,32,60,65,14,64,62,65,69,64,64,65,64,64,68,62,69,52,58,66,62,54,51,64,55,12,6,10,6,8
8932,66,69,71,33,31,24,47,58,62,35,63,63,62,63,60,73,56,63,64,75,68,73,56,64,61,66,66,64,61,63,13,11,7,8,9
8933,66,68,69,28,26,19,35,59,63,23,59,50,59,64,51,77,64,74,42,77,68,65,63,67,63,58,48,40,64,56,11,9,11,7,14
8934,66,68,70,35,28,32,58,64,57,34,55,59,59,62,46,81,63,70,67,85,76,33,60,64,63,55,44,34,51,44,10,14,11,8,13
8935,66,63,65,21,18,19,58,65,66,29,53,63,47,45,36,70,68,79,69,67,61,71,70,67,66,61,55,28,69,60,9,12,11,8,8
8936,66,65,66,27,19,23,44,58,64,29,60,64,62,60,51,82,71,54,74,78,72,74,63,64,64,63,58,56,58,52,14,9,12,9,13
8937,66,58,60,68,66,65,58,58,52,59,59,56,59,59,50,80,76,69,77,80,64,64,44,35,27,31,43,29,39,26,13,9,14,7,9
8938,66,69,67,56,59,63,62,63,57,69,67,65,59,69,64,63,69,66,71,54,67,63,59,64,56,60,57,61,39,44,10,7,14,11,10
8939,66,72,71,59,55,57,64,62,63,49,70,65,48,64,56,78,63,57,78,75,77,58,49,69,48,56,53,48,55,49,9,13,6,14,13
8940,66,58,48,60,68,70,70,64,44,61,48,58,50,64,59,68,64,72,63,72,67,73,66,55,38,39,30,31,34,34,14,9,14,13,7
8941,66,67,63,56,61,64,68,68,51,60,64,69,57,67,63,75,74,72,62,72,62,64,57,42,48,45,28,40,52,49,15,15,6,7,13
8942,66,66,68,53,49,54,56,61,63,50,66,68,57,66,64,71,73,67,68,73,74,53,42,65,61,63,55,52,64,56,9,13,10,13,12
8943,66,72,70,31,15,16,56,66,70,17,52,57,58,65,58,71,72,66,68,70,68,72,68,66,61,57,26,25,56,44,13,13,5,11,6
8944,66,67,58,60,65,66,55,65,46,64,42,55,59,62,51,74,66,71,72,68,69,64,60,46,40,44,47,42,40,33,7,7,13,5,10
8945,66,62,59,65,64,68,68,64,58,66,54,62,45,68,66,68,67,68,61,64,62,57,65,65,47,54,46,42,48,42,6,10,8,5,12
8946,66,66,64,60,61,63,41,61,51,52,47,56,55,65,62,89,73,68,62,91,69,57,57,73,62,60,56,49,55,52,10,8,7,5,13
8947,66,17,6,12,11,12,15,61,8,11,33,40,14,16,17,22,31,55,35,26,38,43,13,51,8,9,11,12,18,7,64,65,67,68,66
8948,66,64,65,34,21,29,67,64,66,24,59,61,53,60,36,76,68,69,66,78,69,64,66,68,67,57,60,55,61,56,8,5,14,10,13
8949,66,66,61,70,69,68,78,65,34,64,47,56,38,65,60,59,65,67,74,68,71,68,56,54,48,46,42,39,48,46,13,7,7,14,9
8950,66,66,68,44,48,50,57,64,63,41,57,59,57,64,63,73,76,69,66,74,67,67,58,65,62,61,59,65,45,57,10,14,12,8,8
8951,66,68,66,64,64,61,66,67,64,63,62,68,58,66,64,71,79,66,73,70,70,68,61,67,51,60,65,55,50,63,14,6,14,9,13
8952,66,69,69,51,55,59,58,53,64,52,66,63,59,65,63,72,71,67,73,68,73,64,47,59,58,55,64,61,47,56,14,14,9,11,9
8953,66,67,70,63,64,67,54,65,68,53,54,58,57,60,48,80,70,56,73,81,85,62,41,55,45,35,52,27,39,25,11,12,9,6,8
8954,66,60,64,62,68,70,71,62,54,64,45,59,60,58,53,70,70,76,59,66,65,61,57,32,31,28,48,43,42,33,13,14,8,12,5
8955,66,61,65,18,21,22,59,63,64,28,55,61,47,56,44,78,59,73,54,74,54,58,60,61,73,64,67,54,67,58,11,13,8,15,13
8956,66,68,63,65,61,68,65,67,48,66,60,64,37,66,62,58,55,68,52,69,52,66,61,45,24,23,34,26,40,27,9,11,14,5,14
8957,66,65,62,38,22,14,34,65,65,11,48,46,36,45,41,63,40,69,58,67,60,65,71,67,71,62,41,41,72,68,11,15,13,9,13
8958,66,70,74,47,49,63,65,57,64,55,60,55,49,72,69,86,67,54,77,84,84,65,45,73,57,55,73,43,51,47,10,11,11,9,6
8959,66,68,72,21,39,40,50,58,63,35,61,62,60,67,64,74,66,67,72,73,82,59,59,56,56,52,60,57,61,50,14,6,11,12,9
8960,66,70,68,15,21,23,52,63,62,18,52,60,53,59,49,83,62,60,73,85,82,80,61,67,64,61,56,46,62,66,11,14,12,15,13
8961,66,11,14,10,10,12,17,61,8,14,30,32,11,24,27,18,25,62,26,26,25,32,10,45,8,9,11,11,14,6,62,70,67,60,64
8962,66,62,63,35,18,23,64,61,68,19,42,59,41,51,35,64,57,75,49,76,68,70,67,71,69,70,51,28,69,52,12,8,7,13,10
8963,66,25,11,8,10,11,20,58,10,15,30,48,11,28,23,36,28,65,54,30,32,59,10,50,8,10,14,10,15,9,61,67,64,66,71
8964,66,64,66,32,17,22,66,65,63,26,60,62,61,62,50,86,69,69,76,83,77,54,37,63,60,56,46,49,57,45,7,12,5,12,8
8965,66,65,64,60,65,64,65,62,55,60,57,57,72,63,65,74,67,65,68,70,68,71,49,42,24,36,60,62,34,24,10,8,7,11,12
8966,66,62,57,65,63,68,64,64,38,66,49,61,43,64,59,53,64,74,53,64,52,50,65,56,29,37,38,35,38,34,13,14,7,14,13
8967,66,49,39,62,63,63,91,52,25,57,32,59,21,62,43,54,84,87,33,61,53,84,68,50,24,36,20,26,33,20,11,13,14,12,13
8968,66,66,68,19,16,12,32,58,63,19,62,46,42,63,41,75,76,69,77,82,75,76,58,72,67,56,51,43,66,61,14,9,6,14,7
8969,66,60,51,65,64,67,70,64,44,64,48,59,52,57,49,69,60,85,51,78,49,63,57,41,27,35,36,29,44,28,14,6,11,11,9
8970,66,65,58,62,63,65,55,60,49,59,38,55,61,60,49,71,71,62,74,73,68,65,58,44,26,36,47,39,39,30,12,10,10,15,9
8971,66,68,73,34,48,35,46,66,57,29,59,65,58,65,52,79,76,44,87,69,83,52,48,60,56,48,64,59,56,56,9,13,13,12,13
8972,66,68,71,59,49,52,52,58,57,44,53,55,54,63,54,84,66,54,71,89,78,65,55,62,60,55,38,32,58,40,6,12,13,8,9
8973,66,67,66,53,30,31,63,58,65,32,62,62,59,61,57,80,72,76,70,75,71,55,54,64,66,61,57,42,55,58,14,7,12,12,11
8974,66,67,69,28,16,17,47,65,66,23,58,60,61,66,52,64,69,71,64,73,67,58,60,65,68,62,66,49,49,58,14,10,13,11,8
8975,66,69,79,37,33,37,41,53,53,35,57,67,62,63,57,85,63,56,85,81,89,51,51,61,53,51,57,61,61,53,8,10,8,8,12
8976,66,72,66,57,55,58,50,57,56,53,66,65,59,73,71,66,77,66,62,69,65,59,51,64,48,44,72,72,60,53,12,10,9,7,14
8977,66,62,61,66,64,66,68,64,54,64,55,54,43,65,59,74,72,69,67,75,75,85,58,56,53,47,49,38,70,48,10,6,5,8,8
8978,66,68,73,35,20,23,45,55,60,22,61,62,65,64,55,69,62,61,78,68,67,47,49,72,73,72,44,45,50,55,13,7,13,9,5
8979,66,67,63,62,61,67,65,70,56,65,62,53,38,66,66,54,52,65,61,50,55,62,55,50,59,58,41,40,45,36,5,7,13,7,13
8980,66,64,61,43,40,42,57,63,62,38,65,63,58,65,57,80,79,67,76,84,83,76,57,60,54,52,55,49,53,56,14,10,13,14,13
8981,66,65,63,55,58,64,60,57,63,53,56,56,72,56,58,84,70,71,67,82,65,63,53,58,50,48,70,42,49,47,15,13,14,10,10
8982,66,64,64,27,19,21,36,63,66,21,56,63,52,58,47,82,50,59,59,88,75,61,59,65,67,59,57,43,58,66,15,5,13,6,14
8983,66,65,58,64,63,62,61,65,50,66,63,58,56,67,61,55,73,76,45,56,57,67,55,56,34,37,34,37,40,30,13,7,10,13,6
8984,66,64,50,66,64,69,67,56,50,64,41,65,58,66,65,61,82,60,82,62,66,63,60,53,48,50,39,34,48,31,6,8,13,13,10
8985,66,69,62,59,59,61,72,65,64,64,63,62,56,69,66,69,73,70,70,66,66,62,55,65,47,60,56,52,50,46,8,10,12,13,9
8986,66,68,69,14,23,22,30,58,60,15,60,63,63,62,52,77,59,68,69,78,73,72,54,66,61,60,54,35,56,50,7,14,9,13,8
8987,66,68,64,55,14,17,59,64,65,23,55,49,35,63,40,72,67,62,71,68,61,69,69,64,69,61,49,46,64,59,13,12,8,11,10
8988,66,67,59,68,65,70,62,56,41,66,51,54,39,68,59,37,71,74,41,37,57,52,65,54,41,33,33,29,40,32,13,7,11,6,14
8989,66,52,47,64,62,65,69,60,29,66,43,55,35,59,57,58,67,81,56,68,54,71,71,52,27,21,27,25,43,33,15,8,14,10,14
8990,66,69,65,63,64,65,60,62,65,66,67,67,61,65,62,69,69,63,62,63,67,57,58,65,62,63,55,49,46,60,14,6,11,7,10
8991,66,69,68,62,54,54,62,68,55,58,66,69,58,70,68,77,69,61,67,75,78,69,53,67,59,62,57,53,57,51,14,6,10,9,9
8992,66,65,71,30,49,57,44,57,71,39,69,71,62,70,71,74,63,32,86,76,79,50,50,65,53,52,57,51,60,52,14,7,10,8,8
8993,66,63,64,58,65,64,70,58,48,61,58,59,65,64,52,72,67,65,71,72,67,70,60,58,40,52,58,42,52,39,6,10,8,7,9
8994,66,64,53,66,65,68,66,61,41,63,47,57,53,63,61,63,70,77,61,66,55,70,65,42,23,26,32,29,42,27,6,9,11,6,10
8995,66,62,63,63,65,68,71,58,32,65,34,56,43,57,45,65,75,75,68,69,57,76,67,35,24,24,28,25,40,27,13,8,10,8,10
8996,66,65,68,32,14,19,74,60,63,22,58,60,67,62,42,76,64,68,68,79,71,79,58,68,65,55,49,38,46,55,14,10,5,7,10
8997,66,64,65,58,58,63,57,56,58,65,56,60,57,62,53,75,73,61,58,77,70,77,66,63,53,48,44,42,40,42,7,8,7,14,12
8998,66,66,65,43,48,53,60,62,62,51,62,64,62,63,51,78,73,61,90,76,91,38,49,66,61,63,63,56,55,66,12,12,9,8,7
8999,66,52,32,64,65,70,78,55,27,64,30,64,33,52,38,52,68,80,54,44,39,78,65,39,28,23,26,27,47,32,8,15,11,6,10
9000,66,67,65,65,64,68,62,68,57,65,66,68,51,68,64,63,72,66,63,67,67,60,59,67,49,60,57,38,39,42,6,14,15,13,13
9001,66,65,62,64,64,65,74,60,56,64,63,64,61,66,65,67,72,69,77,68,67,65,58,59,52,55,49,55,48,32,11,13,12,14,6
9002,66,52,32,66,68,70,72,66,30,66,23,58,26,59,49,50,68,64,67,55,53,53,66,36,19,23,27,25,31,24,9,9,6,10,10
9003,66,63,65,63,69,69,75,65,75,63,65,69,53,65,63,73,67,60,69,61,77,75,59,49,36,44,40,35,49,35,9,11,5,7,7
9004,66,63,59,63,62,65,72,63,56,63,62,55,47,65,61,72,80,74,71,69,74,82,57,60,48,49,43,39,42,37,13,6,11,5,7
9005,66,68,72,52,56,54,62,67,65,51,62,64,63,66,60,77,54,63,70,72,71,66,52,55,59,46,50,40,45,54,9,7,8,9,13
9006,66,46,31,69,65,63,67,55,28,64,35,56,32,55,35,34,55,93,33,45,53,72,62,34,26,18,29,41,33,32,12,14,11,6,13
9007,66,62,67,61,52,66,76,56,50,65,62,71,42,67,61,58,75,84,51,67,66,40,48,62,40,50,43,33,36,36,13,8,14,14,9
9008,66,68,70,53,60,61,68,57,58,56,55,61,68,61,63,80,68,38,70,80,83,72,40,38,28,35,59,32,27,30,13,14,5,11,11
9009,66,61,60,63,63,65,55,64,44,64,41,50,63,64,44,75,62,58,78,69,68,62,46,38,32,29,31,28,33,30,9,15,10,12,12
9010,66,57,32,66,61,66,69,58,27,68,38,68,22,61,58,55,65,80,55,32,42,70,66,40,24,16,29,27,34,27,15,8,6,10,6
9011,66,65,71,48,55,62,62,61,59,48,60,58,58,60,58,74,85,78,72,82,75,61,55,62,59,56,58,38,41,43,7,12,10,13,12
9012,66,69,67,48,47,67,44,68,58,64,65,54,40,67,68,67,74,64,69,59,62,59,40,54,53,53,50,35,46,45,5,8,13,11,8
9013,66,63,68,29,22,23,61,64,65,26,56,50,59,58,54,91,76,65,72,90,74,54,58,70,65,62,63,67,48,57,9,5,13,9,6
9014,66,64,59,27,19,26,73,65,71,25,43,60,38,48,39,68,73,77,67,66,65,71,69,72,66,57,45,41,68,69,10,13,14,7,7
9015,66,66,66,23,23,21,68,60,69,21,53,59,45,59,42,73,65,80,66,69,68,76,70,64,65,60,47,35,66,55,14,12,5,6,9
9016,66,65,66,29,17,15,36,65,67,18,55,64,53,54,30,80,76,68,60,81,72,70,58,65,67,59,56,60,58,57,11,9,12,7,10
9017,66,62,59,31,23,25,74,65,64,27,53,59,34,58,42,76,63,78,59,72,63,81,67,71,63,63,43,35,66,70,13,8,10,12,12
9018,66,67,67,62,69,66,82,67,49,68,65,68,45,68,66,78,84,64,80,66,83,87,38,60,53,61,33,36,36,48,6,6,8,14,9
9019,66,70,72,27,34,34,67,52,59,20,57,60,65,62,52,71,53,53,83,74,82,49,47,63,65,59,57,59,58,56,7,7,15,9,8
9020,66,67,72,26,20,28,42,64,66,15,54,64,57,57,44,90,64,58,84,86,90,74,30,53,58,47,55,39,45,45,11,10,6,13,5
9021,66,61,51,61,67,68,69,62,35,67,48,62,41,50,60,38,61,78,38,65,42,55,73,57,45,38,41,38,46,51,14,13,7,11,10
9022,66,62,71,31,31,39,69,61,61,33,58,60,53,59,50,93,71,58,90,92,88,83,42,62,60,50,45,37,54,52,8,8,10,14,10
9023,66,70,70,38,48,44,49,53,64,35,68,65,53,69,66,73,60,51,74,70,75,58,48,56,58,52,57,52,53,51,15,6,12,6,5
9024,66,65,59,55,63,66,67,54,43,64,48,53,63,61,60,76,67,58,73,74,72,74,60,45,38,43,25,30,41,25,13,11,11,14,6
9025,66,66,68,51,54,53,49,62,58,52,57,60,66,66,63,77,70,63,76,69,74,69,48,58,49,44,67,65,50,49,5,6,10,6,12
9026,66,67,61,24,23,20,48,61,66,21,47,60,27,57,31,58,72,89,50,58,47,73,69,74,69,56,30,27,64,54,8,14,10,11,6
9027,66,58,49,64,67,66,66,56,38,65,38,63,49,63,60,52,66,78,64,53,52,79,70,55,39,45,45,39,57,31,11,11,12,10,7
9028,66,58,54,64,68,68,71,57,43,67,37,62,57,62,51,66,72,75,60,70,50,76,56,58,32,35,41,37,36,42,9,15,10,12,10
9029,66,56,51,69,56,69,68,53,32,66,35,57,54,61,56,69,59,67,51,69,67,64,73,42,33,39,26,27,41,31,8,15,6,7,11
9030,66,67,66,64,57,66,60,65,59,59,61,68,59,69,65,70,80,71,66,70,64,63,62,60,51,58,59,64,57,50,10,8,12,10,12
9031,66,66,67,61,59,64,63,65,61,62,66,62,60,67,66,72,77,68,73,71,76,71,54,60,53,56,55,56,52,41,11,10,7,9,13
9032,66,67,67,53,34,40,52,60,56,55,68,58,53,68,61,73,70,62,78,73,74,74,55,61,65,61,49,38,35,54,11,6,14,7,7
9033,66,64,61,18,17,19,27,63,70,19,49,58,34,57,34,72,61,72,69,50,68,83,68,63,71,56,42,26,64,66,9,8,15,12,10
9034,66,61,63,62,44,52,80,65,64,55,57,61,64,61,55,85,90,66,76,73,75,70,46,54,59,51,45,44,55,38,6,13,5,7,12
9035,66,61,27,65,64,65,61,60,28,67,29,47,33,70,68,59,49,72,45,62,50,71,65,45,26,23,29,26,43,30,6,12,12,12,12
9036,66,64,67,68,58,61,60,59,62,58,61,60,61,62,58,79,79,68,66,82,72,72,55,60,57,59,57,45,37,45,13,14,10,9,7
